Name;Address;Zip;City;Phone;Fax;E-Mail;URL
Evangelische Hochschule University of Applied Sciences;Zweifalltorweg 12,;64293;Darmstadt;06151 87 98 30;;info@eh-darmstadt.de;http://www.eh-darmstadt.de
Lill Thomas;Heuselsmühle Aussenliegend 2,;64732;Bad König-Zell;06063 9 51 72 23;;;
Röder GmbH & Co. KG;Rudolf-Diesel-Str. 5,;63599;Biebergemünd-Wirtheim;06050 9 09 60;;info@roedergroup.de;http://www.roedergroup.de
Coperion K-Tron Deutschland GmbH;Heinrich-Krumm-Str. 6,;63073;Offenbach am Main;069 83 00 89 90;;ckd@coperionktron.com;http://www.coperion.com
Ziffer Consulting GmbH;Hanauer Landstr. 521,;60386;Frankfurt am Main-Fechenheim;069 90 47 51 49;;info@ziffer-consulting.de;http://www.ziffer-consulting.de
Haamann Karl-Egon Metalltechnik;Im Gewerbegebiet 3,;97896;Freudenberg;09375 2 02;;;http://www.haamann.de/
Schmidt & Co. GmbH & Co. KG;Bahnhofstr. 133,;63477;Maintal;06181 42 42 00;;info@schmidt-classifier.com;http://www.schmidt-classifier.com
HELICA Fördertechnik GmbH;Siemensstr. 14,;63165;Mühlheim am Main;06108 8 24 00;;info@helica.de;http://www.helica.de
Andreas Lang GmbH;Bahnhofstr. 33,;61137;Schöneck-Büdesheim;06187 88 60;;info@alanggmbh.de;http://www.alanggmbh.de/de/kontakt.htm
Kerbic Pavel Technische Übersetzungen;Scheidswaldstr. 9,;60385;Frankfurt am Main-Ostend;069 69 76 48 48;;info-pk@pk-fachuebersetzungen.de;https://www.facebook.com/pkfachuebersetzungen/
TARTLER GmbH Ing. Büro;Relystr. 48,;64720;Michelstadt;06061 9 67 20;;info@tartler.com;http://www.tartler.com
Alfred Richter Stahl- und Metallbau-Schlosserei GmbH;Dornhofstr. 71,;63263;Neu-Isenburg;06102 32 73 37;;thomasxrichter@gmx.de;
Heppenheimer Werkzeug- und Formenbau GmbH;Am Lösch 7,;64686;Lautertal-Reichenbach;06254 9 51 40;;info@heppenheimer.com;http://www.heppenheimer.com
Schnierle Peter Mechanische Werkstatt;Untergasse 2,;63654;Büdingen;06041 82 13 10;;Peter.Schnierle@t-online.de;http://www.peterschnierle.de
Truetzschler;Wolfsgartenstr. 6,;63329;Egelsbach;06103 40 10;;info@truetzschler.de;http://www.truetzschler.de
Arras Karl-Joachim Sondermechanik;Pfalzstr. 2,;64385;Reichelsheim (Odenwald)-Beerfurth;06164 57 56;;;
RÜBSAM Fachkräfte GmbH & Co. KG Zeitarbeit;Hanauer Landstr. 320,;60314;Frankfurt am Main-Ostend;069 40 35 68 80;;kontakt@rs-ag.net;http://www.rs-ag.net
Marelli GmbH;Heegheimer Str. 20,;63674;Altenstadt;06047 55 41;;marelli@t-online.de;http://www.marelli-gmbh.de
Metall- u. Gerätebau Dingeldey GbR Metallbau;Am Stellwerk 1c,;64404;Bickenbach;06257 13 83;;info@metallbau-dingeldey.de;http://www.metallbau-dingeldey.de
rbe Konzepte GmbH;Bachmannstr. 2-4,;60488;Frankfurt am Main-Hausen;069 46 09 88 80;;info@rbe-konzepte.de;http://www.rbe-konzepte.de
FSD Fertigungsservice Diehl GmbH;Goebelstr. 21,;64293;Darmstadt;06151 8 00 87 30;;fsd-diehl@web.de;http://www.fertigungsservice-diehl.de
Pittler Maschinenfabrik AG;Gutleutstr. 175,;60327;Frankfurt am Main;069 24 00 08 89;;mh@pittler-maschinenfabrik.de;http://www.pittler-maschinenfabrik.de
3defacto GmbH;An der Schillertanne 11,;64367;Mühltal;06151 7 80 83 00;;marketing@3defacto.de;https://3defacto.de/
Reimund Ludwig Mechanische Werkstatt GmbH;Am Stotz 40,;64686;Lautertal (Odenwald);06254 70 64;;;
Hölscher CNC-Technik GmbH;Philipp-Schnell-Str. 19-21,;60437;Frankfurt am Main-Harheim;06101 4 18 23;;info@hoelscher-ffm.de;https://www.hölscher-cnc.de
Hindera Milltec;Lutherstr. 8,;63688;Gedern-Wenings;06045 95 55 02;;info@hindera-fertigung.de;http://www.hmt-fertigung.de
BÖWE SYSTEC GmbH;Tabaksmühlenweg 28A,;61440;Oberursel (Taunus);06171 9 12 20;;info@boewe-systec.com;http://www.boewe-systec.com
Unger Marc Mechanische Werkstätte;Ortsstr. 73,;64756;Mossautal;06062 91 25 44;;pm.unger@t-online.de;http://www.m-unger-cnc-bearbeitung.de
Poly-Clip System GmbH & Co. KG;Niedeckerstr. 1,;65795;Hattersheim am Main;06190 8 88 60;;contact@polyclip.com;http://www.polyclip.com
Hein & Gernhard GmbH Schlosserei;Industriestr. 2,;61440;Oberursel (Taunus)-Oberstedten;06172 9 61 50;;info@hein-gernhard.de;http://www.hein-gernhard.de
Kümmel Kurt Dr.;Burgstr. 9,;64625;Bensheim;06251 70 42 35;;;
Schnell Consult;Bäckergasse 10,;61209;Echzell;06008 91 71 47;;info@schnell-consult.de;http://schnell-consult.de
W&L Coating Systems GmbH;Bingenheimer Str. 32,;61203;Reichelsheim (Wetterau);06035 9 17 98 44;;M.LIEHR@WL-COATING.COM;http://www.wl-coating.com
AWEMATEC GmbH;Neustadt 2,;69483;Wald-Michelbach;06207 9 39 91 00;;info@awematec.com;https://www.awematec.com/
Rexel Germany GmbH & Co. KG;Südtiroler Straße 27,;86165;Augsburg;0821 5 97 10;;info.augsburg@rexel.de;https://www.rexel.de/AUGSBURG/store/81
Deuringer Maschinenbau GmbH & Co. KG;Hunnenstr. 1,;86343;Königsbrunn;08231 9 63 10;;info@maschinenbau-deuringer.de;http://www.maschinenbau-deuringer.de
Rexel Germany GmbH & Co. KG;Ludwig-Auer-Str. 15,;86609;Donauwörth;0906 70 67 00;;info.donauwoerth@rexel.de;https://www.rexel.de/DONAUW%C3%96RTH/store/214
FERCHAU GmbH;Provinostraße 52,;86153;Augsburg;0821 4 39 86 60;;augsburg@ferchau.com;https://www.ferchau.com/de/de/ueber-uns/niederlassungen/augsburg
Drema GmbH;Wikingerstr. 15,;86343;Königsbrunn;08231 91 69 22;;info@drema-gmbh.de;http://www.drema-gmbh.de
FERCHAU GmbH;Dr.-Ludwig-Bölkow-Straße 1,;86609;Donauwörth;0906 70 59 30;;aviation.don@ferchau.com;https://www.ferchau.com/de/de/ueber-uns/niederlassungen/donauwoerth-aviation
FERCHAU Automotive GmbH;Ochsengründlweg 14,;86633;Neuburg an der Donau;08456 91 68 80;;ingolstadt-automotive@ferchau.com;https://www.ferchau.com/de/de/ueber-uns/niederlassungen/ingolstadt-automotive
Birling Gerhard Elektro-Maschinenbau Elektromotoren, Rep. + Verk.;Benzstr. 14,;86356;Neusäß;0821 46 27 45;;;http://www.birling.de
Rudolf Stieglitz Maschinenbau GmbH;Böheimstr. 6,;86153;Augsburg-Innenstadt;0821 65 08 98-0;;info@stieglitz-maschinenbau.de;http://www.stieglitz-maschinenbau.de
Steiner GmbH metall findet form Maschinenbau;Frischstr. 8B,;86161;Augsburg-Spickel;0821 57 11 76;;;http://www.steiner-augsburg.de/
Sembdner Maschinenbau GmbH;Liebigstr. 16,;82256;Fürstenfeldbruck;08141 81 85 10;;info@sembdner.com;http://www.sembdner.com
Riedlberger Bau GmbH Maschinenbau;Gundertshausener Str. 6,;86576;Schiltberg-Höfarten;08259 8 28 27 30;;;http://www.riedlberger.com/
Alois Kühbeck GmbH Maschinenbau;Zollstr. 54,;89407;Dillingen a.d.Donau-Fristingen;09071 5 86 50;;;https://www.kuehbeck.de
Neueder Maschinenbau GmbH & Co;Otto-Lilienthal-Str. 20,;86899;Landsberg am Lech;08191 9 47 17-0;;info@neueder.de;http://www.neueder.de
Zapf Anton Maschinenbau;Hauptstr. 20,;86863;Langenneufnach;08239 2 09;;;
H.I.T. Maschinenbau GmbH + Co. KG;Kapellenstr. 50,;86833;Ettringen;08249 96 86-0;;;https://www.hit-maschinenbau.de
Konrad Johann jun. Maschinenbau;Jakob-Zwiebel-Str. 15,;86470;Thannhausen;08281 46 10;;;
Albert Rehm Maschinenbau GmbH;Thünefeldstr. 21,;82299;Türkenfeld;08193 46 04;;;
Weis Maschinenbau;Kaufbeurer Str. 13a,;86830;Schwabmünchen;08232 30 18;;;http://www.maschinenbau-weis.de
Ostermeier Robert Maschinenbau;Riedstr. 3,;86707;Westendorf;0170 8 11 71 13;;;
B. Miller Maschinenbau GmbH;Hagenbühlstr. 12,;87745;Eppishausen-Aspach;08266 8 69 12 10;;;http://miller-maschinenbau.de
TTG Maschinenbau GmbH;Gutenbergstr. 1,;89407;Dillingen a.d.Donau;09071 62 80;;;http://ptsmaschinenbau.de
Kerner Maschinenbau GmbH Maschinenbau;Gewerbestr. 1,;89344;Aislingen;09075 95 21-0;;;http://www.kerner-maschinenbau.de
Anlagen- und Maschinenbau Foltin;Rudolf-Diesel-Str. 5,;86899;Landsberg am Lech;08191 9 73 69 30;;;
Grenzebach Maschinenbau GmbH;Albanusstr. 1,;86663;Asbach-Bäumenheim-Hamlar;0906 9 82-0;;;http://www.grenzebach.com
PTS Maschinenbau GmbH;Einsteinstr. 12,;89407;Dillingen a.d.Donau;09071 77 06 30;;;https://www.ptsmaschinenbau.de
Zirro Stahl- und Maschinenbau GmbH;Neuburger Str. 21,;86529;Schrobenhausen;08252 89 47-0;;info@zirro.de;http://www.zirro.de
H.I.T. Maschinenbau GmbH + Co. KG;Kapellenstr. 7,;86833;Ettringen;08249 9 62 88 00;;;https://www.hit-maschinenbau.de
Soyalan Maschinenbau & Handel Herr Halil Soyalan;Von-Eichendorff-Str. 22,;86899;Landsberg am Lech;08191 4 28 75 84;;;https://soyalan.eu
Völk Maschinenbau GmbH;Rudolf-Diesel-Str. 5,;86899;Landsberg am Lech;08191 5 05 50;;;
Martin Braun Erdbewegung und Maschinenbau;Schmiedberg 8,;86919;Utting am Ammersee-Holzhausen;0172 9 70 06 59;;;
Malisz Maschinenbau;Buchhölzel 8,;86480;Aletshausen;08282 8 11 14;;;http://www.malisz.de
RAMPP Maschinenbau GmbH & Co.KG;Dorfstr. 61,;87772;Pfaffenhausen-Schöneberg;08265 9 99-0;;;http://www.rampp.de
Wohllaib Georg Maschinenbau;Gartenstr. 16A,;86381;Krumbach (Schwaben)-Niederraunau;08282 6 28 91;;;
MBP - Maschinenbau Pichler;Waldstr. 15A,;85244;Röhrmoos-Sigmertshausen;0171 8 36 66 28;;info@maschinenbau-pichler.de;http://www.maschinenbau-pichler.de
Ruf Maschinenbau GmbH & Co. KG;Hausener Str. 101,;86874;Tussenhausen-Zaisertshofen;08268 90 90-0;;;http://www.brikettieren.de
Zettler Norbert Metallbau Stahlbau Maschinenbau;Von-Bollstatt-Str. 4,;86807;Buchloe;08241 22 18;;;
Stelzner Geräte- und Maschinenbau GmbH;Stoffener Str. 39,;86932;Pürgen-Ummendorf;08196 93 02-0;;info@stelzner-ummendorf.de;http://www.stelzner-ummendorf.de
Kappes Maschinenbau GmbH;Industriestr. 9,;87772;Pfaffenhausen;08265 96 86-0;;;https://www.kappes-guss.de
Ortmeier Maschinen- und Vorrichtungsbau GmbH & Co. KG Maschinenbau;Kirchsteigstr. 18,;86476;Neuburg a.d.Kammel-Langenhaslach;08283 4 01;;;http://www.h-ortmeier.de
Böck Johann Maschinenbau GmbH;Karl-Benz-Str. 8,;85221;Dachau;0172 8 27 63 21;;maschinenbau-boeck@arcor.de;
REMA GmbH Regenerative Energien Maschinenbau;Hauptstr. 4,;89352;Ellzee-Hausen;08223 9 62 04 51;;;http://www.rema-maschinenbau.de
Reiner Edgar Maschinenbau;Bernaustr. 24,;86825;Bad Wörishofen-Stockheim;08247 57 78;;;
Becke Maschinenbau GmbH & Co. KG;Waldstr. 27,;86825;Bad Wörishofen-Gartenstadt;08247 9 03 64;;;
Matthias Happach MH - Maschinenbau;Am Heßlaberg 5,;86943;Thaining;08194 99 87 67;;info-mh@mh-maschinenbau.de;http://www.mh-maschinenbau.de
Kleber Maschinenbau GmbH;Gewerbestr. 21,;86925;Fuchstal-Asch;08243 96 11 01;;Info@Kleber-Maschinenbau.de;http://www.kleber-maschinenbau.de
Hartner Maschinenbau GmbH & Co. KG;Gartnerstr. 20,;89423;Gundelfingen a.d.Donau;09073 4 03 99-0;;;
